English,Hausa
We have to make sure that no one does that.,Dole mu tabbatar da cewa babu wanda ya yi hakan.
We have to make the most of this situation.,Dole mu yi amfani da wannan yanayin da kyau.
We haven't been able to find out much else.,Ba mu samu damar gano wani abu fiye da haka ba.
We haven't seen you in the past four years.,Ba mu gan ka ba tsawon shekaru huɗu da suka gabata.
"We hurried, so we didn't miss the last bus.","Mun yi sauri, saboda kada mu rasa motar bas ɗin ƙarshe."
We must feel our way carefully in the dark.,Dole mu dinga tafiya a hankali a cikin duhu.
We must get together for a drink some time.,Dole mu haɗu wani lokaci domin mu sha abin sha.
We must go there whether we like it or not.,Dole mu je can ko muna so ko ba ma so.
We must not make too much of this incident.,Bai kamata mu ɗauki wannan lamarin da zafi ba.
We must vacate the house before next month.,Dole mu tashi daga gidan kafin wata mai zuwa.
We must work hard to make up for lost time.,Dole mu yi aiki tuƙuru don mu maye gurbin lokacin da muka ɓata.
We need a strong person to lead our nation.,Muna buƙatar jajirtaccen mutum da zai jagoranci ƙasarmu.
We need to band together to beat the enemy.,Muna buƙatar mu haɗa kanmu don mu yi galaba a kan abokin gaba.
We need to fill up at the next gas station.,Muna buƙatar mu sake cika mai a gidan mai na gaba
We needed a taxi to take us to the station.,Muna buƙatar tasi da za ta kai mu tasha.
We should confirm his intentions once more.,Ya kamata mu ƙara tabbatar da manufarsa.
We should not have done that. It was wrong.,"Ba haka ya kamata a ce mun yi ba, kuskure ne."
We should've bought another bottle of wine.,Ya kamata a ce mun siyo wata kwalbar tsimin inibin.
We shouldn't judge people by how they look.,Bai kamatamu yanke wa mutane hukunci da zahirinsu ba.
We stayed at home because it was very cold.,Mun zauna a gida ne saboda ana sanyi sosai.
We stayed with them all through the summer.,Mun zauna tare da su a baki ɗayan lokacin ranin.
We stopped for lunch at a local restaurant.,Mun tsaya don cin abincin rana a wani gidan abinci na gida.
We think that there should be no more wars.,Mun yi tunanin cewa bai kamata a sake wani yaƙi ba.
We took shelter from the rain under a tree.,Mun nemi mafaka a ƙasan wata bishiya saboda ruwan sama.
We tried to come to a compromise with them.,mun yi ƙoƙarin cimma matsaya tare da su.
We used the computer in order to save time.,Mun yi amfani da kwamfuta don mu rage cin lokaci.
We want to go to Austria for our honeymoon.,Muna son zuwa ƙasar Ostiriya don yawon shaƙatawar bayan aure.
We went to the café that I told you about.,Mun je wajen shan shayin da nake faɗa maka.
We were dead tired from the five-hour trip.,Mun gaji liƙis sakamakon tafiyar sa'a biyar.
We were supposed to tell everyone to leave.,Ya kamata a ce mun faɗa wa kowa cewa ya tafi.
We were very disappointed to hear the news.,Mun ji takaici sosai da muka ji labarin.
We will debate this subject at the meeting.,Za mu tattauna wannan batun a wajen taron.
"We will start tomorrow, weather permitting.","Za mu fara gobe, idan yanayi ya ba mu dama."
We'd better get a move on or we'll be late.,Ya kamata dai mu tafi ko kuma mu makara.
We'll be out of here by this time tomorrow.,Gobe kamar wannan lokacin mun fita daga nan.
We'll furnish you with everything you need.,Za mu samar maka duka abin da kake buƙata.
We're about thirty minutes behind schedule.,Mun yi jinkiri da kusan minti talatin.
We're collecting blankets for the homeless.,Muna karɓar bargo saboda marasa matsuguni.
We're going to try to get you full custody.,Za mu yi ƙoƙarin samar maka da cikakken ikon kulawa.
We're having some guests over this evening.,Za mu yi wasu baƙi da yammacin nan.
We're not in love. We're just good friends.,"Ba soyayya muke ba, mu abokai ne kawai."
We've got to fill this hole with something.,Dole mu cike wannan ramin da wani abu.
We've had a poor crop due to lack of water.,Mun samu ƙarancin girbi sakamakon rashin ruwa.
We've recently put a new roof on our house.,Kwanan nan muka sanya sabon rufi a gidanmu.
We've run out of paper for the photocopier.,Takardarmu ta cikin injin kwafi ta ƙare.
What a beautiful Sunday to read in the sun.,Karatu a cikin rana zai yi daɗi a wannan Lahadin.
What are the advantages of this technology?,Menene amfanin wannan fasahar?
What are the main products of this country?,Menene manyan kayayyakin wannan ƙasar?
What do you call this vegetable in English?,Yaya kuke kiran wannan kayan lambun da Turanci?
What do you have planned for the afternoon?,Me ka shirya domin yammacin?
What do you think Ali loved most about you?,A tunaninki me Ali ya fi so dangane da ke?
What do you think about eating out tonight?,Yaya kake gani dangane da fita cin abinci a daren yau?
What do you think about young people today?,Menene tunaninka dangane da matasa a yau?
What do you think the best way to do it is?,Me kake tunanin ita ce hanya mafi kyau da za a yi ta?
What do you want to do with this old chair?,Me kake son ka yi da wannan tsohuwar kujerar?
What exactly is it that you want me to say?,Menene haƙiƙanin abin da kake so na faɗa?
What have we done to be punished like this?,Me muka yi da za a hukunta mu irin haka?
What is the worth of a jar full of pennies?,Menene darajar mazubi wanda yake cike da kuɗi?
What is your favorite fast-food restaurant?,Wanne gidan abincin gaggawa ne ka fi so?
What kind of American accent does Ali have?,Wacce irin lahajar Amurka Ali yake da ita?
What language do they speak in Switzerland?,Wanne yare suke magana da shi a ƙasar Suwizalan?
What made you think that Ali wouldn't come?,Menene ya sa ka tunanin cewa Ali ba zai zo ba?
What makes you think that I'm against that?,Menene ya sa ka tunanin cewa ba na goyon bayan hakan?
What method did you use to give up smoking?,Wacce hanya ka bi ka daina shan taba?
What should a healthy breakfast consist of?,Me ya kamata a ce lafiyayyen karin kumallo ya ƙunsa?
What they are doing is ruining the economy.,Abin da suke yi yana lalata tattalin arziƙi.
What time do you leave home in the morning?,Da ƙarfe nawa kake barin gida da safe?
What will become of us if a war breaks out?,Me za mu zama muna da shi kenan idan yaƙi ya ɓarke?
What would you do if war were to break out?,Me za ka yi in da a ce yaƙi zai ɓarke?
What would you say if you were in my place?,Me za ka faɗa in da a ce kai ne a matsayin da nake?
What you say does not make any sense to me.,Abin da ka faɗa bai ba da ma'ana a wajena ba.
What you've done is absolutely inexcusable.,Haƙiƙa abin da ka yi ba abin da za a ba da uzuri ba.
What's the average lifespan of a butterfly?,Menene matsakaicin tsawon rayuwar malam buɗa mana littafi?
What's the distance from here to Salamanca?,Daga nan zuwa Salamanca yaya nisan yake?
What's your favorite kind of fish to catch?,Wanne kifin ka fi son kamawa?
What's your favorite memory from childhood?,Menene abin da ka fi son tunawa da shi lokacin yarinta?
"When I got up this morning, it was raining.","Lokacin da na tashi a wannan safiyar, ana ruwa."
"When I opened the curtains, it was snowing.","Da na buɗe labule, sai na ga ana dusar ƙanƙara."
"When I was a child, I could sleep anywhere.","Lokacin da nake yaro, ina iya bacci a ko'ina."
"When I was fifteen, I got a room of my own.","Lokacin da na kai shekara sha biyar, na samu ɗakina."
"When I was your age, I was already married.","Lokacin da nake shekarunka, tuni ina da aure."
"When I woke up, I found I had been tied up.","Da na farka, sai na ga an ɗaure ni."
"When Ali woke up, Mary was taking a shower.","Lokacin da Ali ya farka, Mary tana wanka a shawa."
When does your passport need to be renewed?,Yaushe ne fasfo ɗinka yake buƙatar sabuntawa?
"When she was young, she was very beautiful.","Lokacin da take ƙaramar yarinya, tana da kyau sosai."
When should I come to pick you up tomorrow?,Yaushe zan zo na ɗauke ka gobe?
"When the wine ran out, everybody went home.","Lokacin da tsimin inibin ya ƙare, kowa sai ya tafi gida."
When was the last time you crossed a river?,Yaushe rabonka da tsallaka kogi?
When was the last time you played lacrosse?,Yaushe ne lokaci na ƙarshe da ka yi wasan lacrosse?
When was the last time you talked with Ali??,Yaushe ne lokaci na ƙarshe da ka yi magana da Ali?
When was the last time you took the subway?,Yaushe ne lokaci na ƙarshe da ka bi hanyar ƙarƙashin ƙasa ta jirgin ƙasa?
When was the last time you watched a movie?,Yaushe ne lokaci na ƙarshe da ka kalli fim?
"When you cross the bridge, don't look down.","Idan za ka tsallaka gada, kada ka kalli ƙasa."
Where can I exchange my dollars for pounds?,Ina za a canja min dalolina a ba ni fam?
Where do the buses for downtown leave from?,Daga ina motocin bas masu zuwa tsakiyar birni ke tasowa?
Whether she will agree or not is not clear.,Ko ta yarda ko ba ta yarda ba abin bai bayyana a fili ba.
"Which do you like better, spring or autumn?","Wanne ka fi sosai, bazara ko kaka?"
"Which do you like better, summer or winter?","Wanne ka fi sosai, lokacin zafi ko lokacin sanyi?"
Which is the platform for the London train?,Wannene dandamalin jiran jirgin ƙasa na Landan?
Which one do you think Ali is going to buy?,Wanne kake tunanin Ali zai siya?
"Which would you rather have, tea or coffee?","Wanne za ka zaɓa, shayi ko kofi?"
"While in prison, Ali worked in the kitchen.",Ali yana aiki a kicin ne lokacin da yake gidan yari.
Who else do you know that can speak French?,Wanene kuma wanda ka sani zai iya magana da Faransanci.
Who would look after my children if I died?,Wanene zai kula da 'ya'yana idan na mutu?
Who's your favorite character in this book?,Wanne jarumi ka fi so a cikin wannan littafin?
Why can't Ali just tell me what's going on?,Me ya sa kawai Ali ba zai faɗa min abin da yake faruwa ba?
Why did you call me at this unearthly hour?,Me ya sa ka kirani a irin wannan lokaci?
Why did you decide to speak about that now?,Me ya sa yanzu ka yanke shawarar magana a kan hakan?
Why did you lend money to someone like her?,Me ya sa ka bayar da aron kuɗinka ga mutane irin ta?
Why did you lend money to someone like him?,Me ya sa ka bayar da aron kuɗinka ga mutum irin sa?
Why don't we try doing this again tomorrow?,Me ya sa ba za mu sake gwada yin wannan ba gobe?
Why don't you come over after school today?,Me ya sa yau ba za ka zo ba bayan an tashi daga makaranta?
Why don't you go grab us a couple of beers?,Me ya sa ba za ka je ka ɗan samo mana giya ba?
Why don't you just admit that you're wrong?,Me ya sa kawai ba za ka yarda cewa ka yi kuskure ba?
Why don't you look it up in the phone book?,Me ya sa ba za ka binciko shi a sunayen cikin waya ba?
Why don't you tell Ali how you really feel?,Me ya sa ba za ka faɗa wa Ali me kake ji ba?
Why don't you try it? Maybe you'll like it.,"Me ya sa ba za ka gwada shi ba, wataƙila za ka so shi."
Why haven't you told your parents about us?,Me ya sa ba ka faɗa wa iyayenka komai dangane da mu ba?
Why is there so much violence in the world?,Me ya sa tashin hankali ya yi yawa a duniya?
Will you do me the honor of dining with me?,Za ka yi min alfarma mu ci abincin dare tare?
Will you give me a free hand in the matter?,Za ka iyar barin komai a hannuna dangane da al'amarin?
"Will you let me use your telephone, please?",Don Allah za ka iya barina na yi amfani da tarho ɗinka?
Will you look after my dog while I am away?,Za ka kula da karena idan ba na nan?
Will you show me what you bought yesterday?,Za ka nuna min abin da ka siyo jiya?
Wind is a cheap and clean source of energy.,Iska hanyar samun makamashi ce mai araha da tsafta.
"Without the map, he would have gotten lost.","Ba don yana da taswirar ba, da  tuni ya ɓata."
"Without your help, I couldn't have done it.","Da a ce babu taswirar, da  tuni ya ɓata."
Would you like to share my dessert with me?,Kana son mu raba ƙayan zaƙina tare?
Would you mind showing Ali around the city?,Shin ba damuwa za ka iya nuna wa Ali cikin birni?
"Yesterday, I met one of my former teachers.",Jiya na haɗu da ɗaya daga cikin tsofaffin malamaina
You always said you wanted to learn French.,Kodayaushe kana faɗar cewa kana son koyon Faransanci.
You always were good at learning new songs.,Kai kam kodayaushe ka ƙware wajen iya koyon sababbin waƙoƙi.
You and I are both students at this school.,Da ni da kai duka ɗalibai ne a wannan makarantar.
You and Ali are welcome to stay for dinner.,Muna fatan kai da Ali za ku tsaya cin abincin daren.
You are an idiot to go out in this weather.,Ba ka da hankali idan ka ce za ka fita a wannan yanayin.
You are old enough to make your own living.,Ka kai girman da za ka nemi na kanka.
"You are telling it second hand, aren't you?","Labarin shaci faɗi ka ke faɗa, ko ba haka ba?"
You are ten times better looking than I am.,Ka fi ni kyan gani sau goma fiye da ni.
"You aren't leaving Japan for good, are you?","Amma dai ba ka bar Japan kenan ba, ko ba haka ba?"
"You can do whatever you want to, of course.",Haƙiƙa za ka iya yin duk abin da kake son aikatawa.
"You can have either of these, but not both.","Sai ka samu ɗaya daga cikin waɗannan, amma ba duka biyun ba."
You can not master English in a short time.,Ba za ka ƙware a Turanci ba cikin ƙanƙanin lokaci.
You can probably guess what happens though.,Duk da cewa wataƙila za ka iya cankar abin da ya faru.
You can't expect Ali to get well overnight.,Ba zai yiwu ka tsammaci cewa Ali zai warke a kwana ɗaya ba.
You can't fix it. You should buy a new one.,"Ba za ka iya gyara shi ba, ya kamata ka siyi sabo."
You can't keep something that big a secret.,Ba za ka bar babban abu irin wannan a sirri ba.
You can't kill someone that's already dead.,Ba za ka iya kashe wanda ya riga ya mutu ba.
You can't leave until we say you can leave.,Ba za ka tafi ba har sai mun ce ka tafi.
You can't make everyone happy all the time.,Ba za ka iya sanya kowa farinciki ba a kowanne lokaci.
You can't miss the bank. It's on the right.,"Ba za ka kasa gane bankin ba, yana ɓangaren dama."
You can't put the genie back in the bottle.,Ba za ka iya mayar da nono cikin hantsa ba.
You cannot achieve anything without effort.,Ba za ka iya cimma komai ba ba tare da dagewa ba.
You cannot have your own way in everything.,Ba zai yiwu a komai ka bi ra'ayinka ba.
You don't need to worry about such a thing.,Bai kamata ka damu da irin wannan abin ba.
You found me where no one else was looking.,Ka same ni a inda ba wanda yake nema na.
You gain nothing by speaking ill of others.,Ba ka da ribar komai idan ka faɗi aibun wasu.
You had better go home as soon as possible.,Ya kamata ka tafi gida da wuri.
You have changed since I saw you last year.,Ka canja tun ganin da na yi maka shekarar da ta gabata.
You have made only a few spelling mistakes.,Ka yi kuskure kaɗan a cikin haruffan kalmomi.
You have no idea how much that means to me.,Ba ka san ƙimar hakan a wajena ba.
You have only to answer the first question.,Amsar farko kawai ake buƙatar ka bayar.
You have some spaghetti sauce on your face.,Akwai miyar taliya a fuskarka.
You have the advantage of a good education.,Kana da riba ta samun ilimi mai inganci.
You have three seconds to make your choice.,Kana da daƙiƙa uku na aiwatar da zaɓinka.
You have to add more details to the report.,Dole ka ƙara cikakkun bayanai a rahoton.
You have to change trains at the next stop.,Dole ka canja jirgin ƙasa a tasha ta gaba.
You have to choose between honor and death.,Za ka yi zaɓi tsakanin mutunci da mutuwa.
You have to make up the time you have lost.,Dole ka mayar da gurbin lokacin da ka ɓata.
You have to wake up early tomorrow morning.,Dole ka tashi daga bacci gobe da safe da wuri.
You have your choice between this and that.,Kana da zaɓi tsakanin wannan da wancan.
