english,ewe
"The passage of each establishment has shown that young people have enormous potential which is only waiting to be developed,",suku ɖe sia ɖe ƒe vava dze ko be wó katã woɖo nu tɔxɛ aɖe si le wome
"For me, the 20s are also scary because we weren't ready to enter the adult world",ƒè bla eve xɔxɔ sesẽ elabe miedzra ɖo ɖi hena ametsitsi me ɖoɖo o
A tendency that other members of the family also hate,nu sia ɖea fu na ƒometɔ mlɔeawo hã
"this week we have 88 while the weeks before, we recorded up to 130",kwasiɖa sia me la ame 88 koe le esime esiwo va yi la miekpɔa wodena 130
Immediately Demba began to roll up the bottom of his pants.,Tete Demda dze yeƒe atawuia gɔme ŋɔŋlɔ dzi.
“O! Big buffet!,Ô to gã!
"I expected a lot from this event,",mekpɔ na  nuwɔna sia ŋutɔ
"We think she's too proud because her father is rich,",wosusu be zdo dzidzɔ nɛ elabe fofoa nye hotsuitɔ
Fatou in turn woke up and saw her child playing with the lion!,Fatu hã fɔ eye wokpɔ via nɔ fefem kple dzata.
"Her daughter may be a pest to me, but this woman has always treated me well","to egbɔ be via nye anyi nam hã la, nyɔnua ŋutɔ tsɔ ɖe le eme nam"
It was the first time I felt like I was failing at something,zi gbatɔe megee nye ema
I must leave proud”,mele dzodzom kple dzidzɔ
"""I think it's one of the worst trips I've ever had to make in my life, and yet I've seen some bad things and some bad things.""",mexɔse be mɔzɔzɔ̃ sia enye vɔ̃ɖitɔ kekeake si mewɔ le nye agbeme
"I was excited, and I could feel the bump gradually forming under his towel",lãme tɔ dzo nam eye mekpɔ ale si wole lilímla
Let everything go back to the way it was before,nu sia nu netrɔ abe tsã ene
"» 
A few years ago, I wanted to bring a container of hundreds of books to Abidjan",ƒè aɖewoe nye esia medzi be matsɔ agbalẽ gaɖaka gãwo ava Abidzãŋu
"It's already been more than three weeks since I arrived in China,",ewɔ kwasiɖa etɔ̃ nye sia mevaɖo shine
Have we really focused on what is worth it?,ɖee miesɔ ɖe nu si le vevie wɔwɔ ŋua
I already love you too much to inflict on you the presence of a bitter and disappointed father,melɔa wo eye nyemedi be ava kpɔ tɔ́ aɖe si yɔ kple nyraku o
"But above all the human,",gake wu la agbetɔ
“The hidden internet is no longer hidden and your anonymous activity is not anonymous,miaƒe yaʋala ɣaɣla la megale ɣaɣla o eye miaƒe dɔwɔnamaɖoŋkoe la dze le go gbe
We charged our electronic devices at college during the day so we could use them later,miedea dzo miaƒe latrikimɔwo me hafi tea ŋu zaa wo le zã me
“Only songs we listen to each other on occasion.,ha siwo miesena le mianɔewo dome ɣe aɖewo ɣi koe
"These inspired Internet users (good""? bad""?) unknowingly took part in the game of anticipation of the drama.",mɔɖaŋu dɔwɔla siawo hã ƒonu tso dzradzraɖo wɔwɔ afɔku ŋu le manyamanya me
"It will take about ten minutes, if I concentrate","ne mexlã ɖokuinye la, miniti ewo ko woawɔ"
"An employee once told her: ""You're smart for a ninja"" Lool,",dɔwɔtɔ aɖe gblɔ nɛ kpɔ be «enyanu ŋutɔ wo ninja»
The original Facebook page no longer exists but I found the story on another page which brings together several old columns,nyaa ƒe yaʋladzikpea megali o ke hã metrɔ kpɔe le afi bubu sie ŋutinya bubuwo lee
Your song is certainly beautiful.,Wo ha la vivi vavã
"“Never forget how powerful your voice and presence are and never stop sharing these gifts with others,","« Never forget how powerful your voice and presence are and never stop sharing these gifts with others,"
"In final year, our teachers and educators often repeated the same sentence,","le titina suku ɖoƒe evelia ƒe xɔ mamlɔe mela, miaƒe nufiala nɔa nya ɖeka gblɔm edziédzi"
“You addict.,« nukuɖenumeŋula
What we need to focus on now is how to restore the image of the administration and its members.,ele be míakpɔ egbɔ be kplɔlawo ƒe asixɔxɔ la wogbugbɔ va nawo
"If you mess up again, I'll send you to the village,","ne ne ga kae tse la, maɖo wò ɖe kɔƒe me"
"But deep down I know I wanted to know more,",gake le eme eme la edi maganya wu
Everything suggests that she intends to return to the forefront,fifia ele dzedzem be egbɔna nuwo ŋgɔ xɔge
Not to shed tears,be nyemaga fa avi o
"The first manager of the hotel reported the facts as they happened, while avoiding mentioning the chambermaids.",dzikpɔla la gblɔ ale si nuawo va eme ke meyɔ xɔmedzraɖolawo ŋkɔ o
Who am I going to ask out?,meka magblɔ na be nedzo mahà
"Aymeric Villebrun, we cannot be a major player in the African economy without participating in what makes it grow","aƒetɔ Aymeric Villebrun gome la, womate ŋu wɔdɔ le ganyagome le Afrika ne womede nu nu si le etum la me o"
My head hurt too much to try to figure out where she could be at this time of night.,tanɔ ɖuyem alebe nyedi hã be manya afi si wole le zã ma me o
"They don't have the same surname, they don't really look alike",wometsɔ ƒomeŋkɔ ɖeka o eye womeɖi wo nɔewo o
"We spent five nights in a room rented through Airbnb,",miexɔ ŋukeke atɔ̃ le x; aɖe si mie haya to Airbnb dzi
"But in Adoras, the story doesn't happen like mine","ke le agbalẽtata me la, nyawo meyina alea o"
And rapes committed by a partner are the most common.,ame ƒe evelia ƒe akpasese gbɔdɔdɔ gale agbɔ sɔm ɖe edzi fifia wu
We're going to starve!,Mie le dɔ ku kuge.
I questioned everything I had accomplished in the previous months,ɖe nyeme wɔ nuwo nyuie oa
I was going to keep working and being respected until I found a new solution,menɔ edzi anɔ dɔ wɔm vase ɖe esi makpɔ ŋuɖoɖo bubi
I was sure she could have easily embezzled our late husband's entire inheritance.,meka ɖe edzi be ate ŋu afi miasrɔ̃ ƒe nunɔamesiwo fa
There are no limits as long as we have enough imagination to reduce our waste.,"nyenye be miekpɔ susu si míatsɔ wɔ gbeɖuɖɔwo ŋudɔ la,seɖoƒeaɖeke manɔ anyi o"
"– Yes yes, it’s much faster here than in Abidjan","ɛ̃e, esɔna le afi sia wu abiddzãŋu"
I am a father.,Viwo le asinye.
"“#CMR “€” #AFRICAMONDE (@Africamonde) October 0 Let’s all try to calm down, and think about how to overcome these tragedies.”",nukata mia kaka nya aɖe si ame aɖe gblɔ kple nukomo la mahã?esia menye fefenu o
"But we should remember that if Allah himself decides to forgive us, no one else matters, not even us","ke mianyae be ne allah ɖoe be yatsɔ ke mí la, ame aɖe ke mia ŋutɔ gɔ̃ miate ŋu atrɔ esia o"
"I am competing for the prize for the best blogger 2017 in Côte d'Ivoire,",mele hoʋliʋli me na nyiɖuƒuta 2017 lia yaʋala nyui tɔ
The only bloody banner that will rise is your teacher's red pen on your empty copy,nu si o le tsitre tsige lae nye wo nufiala ƒe nuŋlɔti dzĩ ɖe wo agbalẽ ŋu
Moussa moved in with me during the funeral and did not leave even though the period of widowhood was long over.,Moussa va ti gbɔnye le kunuwɔwɔme eye medzo kpɔ o esime ahonyawo wu enu vɔ hã
Her man,eƒe ŋutsu
"Don't wait for me tonight, my love, because I really want to hang out with my friends",megatɔ́ te kpɔm ɣetrɔ sia o elabe medibe manɔ xɔ̃nyewo gbɔ vie fiɛ̃ sia
"You can help us organize the next workshops for the Book’Art Tour, financially, with books or by donating your time","miate ŋuakpe ɖe Book'aRt tour ŋu miawɔ ɖoɖo bubuwoto ganana, agbalẽnana kpakple kpekpeɖeŋu vovovowo me"
"An iPhone 6s, but it’s still hardware,","Iphone 6s, gake nuwɔwɔ ko enye"
8:30 a.m. to 3:00 p.m.: New World TV zone and surrounding areas,aɖaŋuɖenuwo ƒe vɔ̃do nye ɖoɖo siwo woate ŋu azã agblẽ nu
"The most used example was that of a writer but the advice is suitable for all creatives,",kpɔɖeŋu si wona nye nuŋlɔlatɔ gake nuxlɔ̃amenyawo nyo na nu yéyé wɔlawo katã
"You will always have a place in my heart, in my court, and in my life","teƒe li na wo ɖaa le nye agbe, aƒe kple dzi me"
The bird went to see the mouse; she raised her whiskers and stood up.,Xe la yi ɖakpɔ afi; eya dzɔ eƒe nutagewo he tsi tsitre
He was not in the habit of interrupting these moments of pleasure for less important phone calls.,medzudzɔa vivisesze ɣeyiɣiwo ɖe kaƒomɔwo katã nu o
"He smells the steam emanating from his cup, before lighting a cigarette:",egbɔ yézó si le dodom le kɔpu la me hafi tɔ sigarɛti
And Golo hastened to run away.,Eye Golo ɖebla dzo.
"""My relationship problems made me free and creative.",nye atsuƒe ƒe kuɣiwo naam vovo kple susu yeyewo
"Her grandfather is dying and her convalescing mother begs her to go and support the family in England,",Tɔgbuia le kukum eye nɔa si le dɔ badzi la ɖe kuku nɛ be woava kpe ɖe ƒomea ŋu le Angleterre
"“It’s a fact that is customary for them, being present, talking, but not doing anything concrete.”",numame wònye na wo be woava; woaƒo nu gake womawɔ aƒɔɖeɖe aɖeke o
"“I didn’t believe the revelations, so I myself began to observe Mr. Lamination.”",nyemexɔ ɖeɖefia siawo dzi se o; esia tae nye ŋutɔ mele ŋku le ɖe agbalẽtrela la ŋu ɖo
They were ranked second.,wonye ame eveliawo
"The lion waited and waited, then he went to find the boy in the enclosure:","Dzata lala, lala, eye woyi dakpɔ ŋutsuvi la le lãkpɔa gbɔ"
"Hello auntie,",nɔɖi ŋdi
What is this scene? the others asked in unison.,Nɔnɔme ka ye? Wo katã wobiae kple gbe ɖeka.
"This time, we have set our sights on the neighboring countries to the east of Côte d’Ivoire",fifia miele du siwo le nyiɖuƒuta ƒe ɣedzeƒe gome yim
"A few weeks ago, Wejdene unveiled a brand new track, this time titled “Coco”, but also an extract from “Ciao”",mieɖo la nyae ɖi ke menye na hlɔ̃biabia abe ale si mɔfialaa gblɔe ene o
Where are you ?,afi ka nèle?
»Others will not always understand our intentions,ame bubuwo mate ŋu ase mia susuwo gɔme o
"She kept the fingerprints and a buzzing sound for days,",eƒe asiwo teƒe ɖe ɖe tome nɛ eye wonɔ veve sem ŋukeke aɖewo
"Every time we are afraid, it is because we are achieving something great",ne miele nu gã aɖem wɔm la koe mievɔ̃na
So thank you for drawing attention to this very basic fact (let's talk) but very important.,"akpe be nehe míaƒe susu va nusia dzi be míƒo nu le eŋu,ele vevie"
"She is full of life, she is full of ambitions, she is full of dreams, she is full of faith, she is full of energy","agbe mɔkpɔkpɔ, dzo kple ɖoɖo geɖe le esme"
“Eeh my little one we have to talk no,"eh, nɔvi, ƒo nue"
We first hit the road to break the daily routine,miedzea mɔ́ ahe tsi gbe sia gbe nuɖekawɔwɔ la nu
“What am I going to do with your 00?”€ he said to me.,ebiam be nuka yeawɔ kple ga home ma mahan?
"€œSufi, my love€ is a hymn to love,",«Soufi mon amour» nye hadzidzi na lɔlɔ̃
"“in any case as I said, I started in primary school.”",abe alesi megblɔe ene la nye la medze egɔmele gɔmedzesuku
"The only acceptable way to waste your time on earth is online shopping,",mɔnu ɖeka si dzi na to agu wo ɣeyiyi le anyigbãdzi la enye nuƒeƒlẽ to yaʋalawo dzi
"Your eternal backpack, as an omen of a short stay, with which you come to see us, what does it contain now",wo akpɔ sue si fiana be mele miagbɔ nɔ ge didi o la nu kae le eme fifia?
Photo: Flickr Notify me of new posts by email.,mina manya le nu yeyewo nu to yaʋala dzie
"the provision of essential services to populations or creating a crisis situation within populations""",nu ka ta wole nyɔnu si ƒe mo kle ke alɔviwo le yibɔ la kom alo ŋutsu si dzo bi mo na heblẽe la kom
The lion came in his absence.,Dzata va le yeƒe dzodzo megbe.
"I fear losing all my precious moments of solitude and having to do ""everything"" according to my husband,",mele vɔvɔ̃m be mabu nye ɣeyiyi nyuiwo eye be mawɔ nusianu ɖe srɔ̃nyetɔ dzi
He killed animals as if they were not lives.,Ewua lãwo ko abe menye nugbagbe wonye o ene.
She tries to remember what happened in the last few hours,ele agbagba dzem be yeaɖo ŋku nu siwo dzɔ gaƒoƒo siwo va yi la me
"If you're in the US, text me at 773-365-9687","ne ele amerika la, ekem ŋlɔ nu nam le 7773-365-9687 dzi"
Who will take her if he leaves her,ame kae aɖee nenye be eɖe asi le eŋu?
"""At the neighborhood, they will tell you, ""Yes, but your recall will be more consistent.""","woada asi ɖe edzi le kɔame gake emegbe la, ele be nanɔ ŋuɖomee na wo gbe sia gbe"
"Times have changed, mom","nuwo trɔ lo, dada"
"Until then, I will let my contact know",hafi na va la mayɔ nye amea
Also read about our trip to Mahapleu: https://leschroniquesdetchonte,mixlẽnu hã kuɖe Mahapleu mɔzɔzɔ sia ŋu le  https://leschroniquesdetchonte
"I pushed the door, and...she held her breath for a few moments",meʋu ʋɔ̃a eye... Ele dzi vie hafi yi edzi
"The title in French is “Baba Segi, his wives, their secrets”,","tanya le frãsɛ gbeme enye « Baba Segi, ses épouses, leurs secrets »,"
"This is what I have always observed around me,",esia koe mekpɔ le afisi mele
"My dear children, he said to them, I am very old.","Egblɔ nawo be, Vinye lɔlɔawo. Metsi alegbegbe."
"The gutters are very poorly constructed,",Wometu tsidoawo nyuie o
"or rather that of an honest citizen, judging by the tone of her voice",egbea dzé abe nyɔnu nyuie aɖe tɔ ene
"""email * Point of lowering the culprit""",esiae nye srɔ̃tɔwo ƒe gbɔɖiame
"A drawing of my little Mermaid€¦ “She can’t read” her classmate told me,",nutataɖe tso nye petite Sirène gbɔ «amesi menya nuxexlẽ o» eƒe suku hati aɖe nɔa gbɔgblɔ nam
"Yes, he understood that she had just come back from work, but she could definitely make an effort",ɛ̃e ese egɔme be egbɔ tso dɔme gake ate ŋu ado ŋusẽ nu vie
"Although she died, her mother helped her break the boundaries of fear that the world's greatest authors could not break down,",to gbɔ be dada ku hã la ekpeɖeŋu wogbã eƒe liƒowo si agbãlɛgãwo meteŋu wɔ o
This is also what our ustadha recommended to us for learning the Quran.,esia kee miaƒe ustadha fia mi hena korã sɔsrɔ̃
I discovered Scheena Donia during a competition she organized with Orange Money for African entrepreneurs.,menyae to Orange money hoʋiʋli aɖe si wowɔ na afrika dɔ;woƒeɖolawo la me
We take the road because sometimes we feel like nothing and no one is keeping us here,miedzea mɔ elabe miekpɔna be ame alo naneke mele mi te ɖi o
"We talk with motorcycle taxi drivers,",miele dze ɖom kple zémidjan kulawo
Go see someone else!,Yi dakpɔ ame bubu.
And why should there be a stereotype of the African at work.,nukata wòdzi be yeaxɔ kpɔɖeŋu na alesi Afrikatɔ wɔa dɔ le dome ɖo ŋu
"He could have adopted an active, encouraging posture",anye ne woanɔ ŋusẽ domem hafi
Was it working fine before?,Ewɔa dɔ tsã xoxo?
"Uncle Déthié, for his part, is a character who seduces because behind his mask of indifference he really has a lot of love.","Dathié nu dzɔ dzi nam alabe le eƒe dzedze me abe ɖemasɔlemela ene la, lɔlɔ̃ yɔe fũu"
"""Let us be ambassadors of our native lands, hold them high and value them as much as possible.""",mina mianye taʋlilawo na míaƒe dedu nyigbawo míado wo ɖe dzi bobo eye míade bubu eŋu
