anchor,positive
"What is the Solo papaya variety, and how does it respond to heat treatment in terms of ripening and fruit quality?","Mɛni ji solo papaya henɔ, ni te etsuɔ ​​nii ehaa tɛŋŋ kɛji akɛ akɛ la tsu nii yɛ bɔ ni ekwɛ̃ɔ kɛ bɔ ni ewoɔ yibii lɛ jogbaŋŋ ha lɛ he?"
What's the cheapest one?,Do you have a cheaper one?
Please justify your request with the supporting comment.,Yɛsrɛ sɛ fa nsɛm a ɛfoa so no bu w’abisade no bem.
Hi,Hello there.
Where are you from?,Wofiri he?
Feel free to look around.,Have a look around
How much for one?,How much for a single item?
What's the cheapest one?,Which one is the most affordable?
Goodbye.,Gbekɛ nuu kpakpa.
The Angule people illegally attained the property on the land and they aren't welcome.,Angulefoɔ no nyaa agyapadeɛ a ɛwɔ asase no so no wɔ ɔkwan a mmara mma ho kwan so na wɔmma wɔn akwaaba.
People lack the income to buy machinery for agricultural activities.,Nkorɔfoɔ nni sika a wɔde bɛtɔ mfidie ayɛ kua nnwuma.
"I'm reading a research article about the Ghanaian economy, and I came across a term 'law of one price'. Can you explain it in the context of Ghana's economy?","Mikaneɔ niiamlitaomɔ wolo ko yɛ Ghana shika helɛtemɔ he, ni mikɛ wiemɔ ni ji 'jara kome mla' lɛ kpe. Ani obaanyɛ otsɔɔ mli yɛ Ghana shika helɛtemɔ he?"
What's the significance of the Agona Nkwanta market in Ghana's food security?,Mɛni ji sɛɛnamɔ ni yɔɔ Agona Nkunta jarayeli he yɛ niyenii he shweshweeshwefeemɔ mli yɛ Ghana?
I'm interested in learning more about the effects of harvest time and storage duration on the juice yield of orange fruits. Can you tell me more about that?,Miyɛ he miishɛɛ akɛ makase bɔ ni kpamɔ be kɛ be ni akɛtoɔ lɛ saa ŋmei aduawai amli nu lɛ he babaoo. Ani obaanyɛ okɛɛ mi enɛ he saji babaoo?
"Dad forced my older sister, my nephew and me every evening to study,",tɔnye zia nye kple nɔvinye dzi ɣetrɔ sia ɣetrɔ na nusɔsrɔ̃
Accountability and right documentation should be paid attention to in any project going forward.,Ɛsɛ sɛ wɔhwɛ akontaabu ne nkrataa a ɛteɛ so wɔ adwuma biara a ɛbɛkɔ so no mu.
What happened to an eight-year-old girl in Dansoman Market on the twenty-sixth of November in the year twenty twenty-five?,"Mɛni ba gbekɛ yoo ni eye afii kpaanyɔ lɛ nɔ yɛ Dansoman Jarayelihe lɛ yɛ November nyɔŋmai enyɔ kɛ ekpaa, afii nyɔŋmai enyɔ kɛ enumɔ?"
I'm trying to understand routing algorithms. Can you explain how they work and what types of algorithms are commonly used?,Miibɔ mɔdɛŋ ni manu sɛɛtsimɔ he gbɛjianɔtoo lɛ shishi. Ani obaanyɛ otsɔɔ bɔ ni amɛtsuɔ nii amɛhaa kɛ mɛɛ algorithms ni akɛtsuɔ nii babaoo lɛ mli?
I'm interested in learning about the water quality in Ghana. Can you tell me more about the current state of water treatment in the country?,Miyɛ bɔ ni nu lɛ yɔɔ ha yɛ Ghana lɛ he miishɛɛ. Ani obaanyɛ okɛɛ mi bɔ ni nu he nitsumɔ yɔɔ amrɔ nɛɛ yɛ maŋ lɛ mli lɛ he saji babaoo?
Safe travels.,Akwantu a ahobammɔ wom.
I've been reading about the environmental implications of municipal landfill leachate in Ghana. Can you tell me more about the effects of leachate on water quality?,Mikane bɔ ni maŋ lɛ mli jwɛi ni ashwieɔ yɛ Ghana lɛ saa shihilɛ he lɛ he sane. Ani obaanyɛ okɛɛ mi babaoo yɛ bɔ ni enáa nu ni fiteɔ nii lɛ nɔ hewalɛ ehaa lɛ he?
"The midwives provide family planning services, postnatal and antenatal care.","Wɔn a wɔgye awoɔ no ma nkyerɛkyerɛ fa awoɔ mu ntetemu, awoɔ akyiri ne nyinsɛn mu nimdeɛ ho."
How much for two?,Ga home nenie na ame eve?
How much is this?,How much does it cost?
Article 1: Let no one come and ask me for food.,"Se gbãtɔ, Ameɖeke megava biam nuɖuɖu o."
Welcome,Akwaaba
I'm interested in learning more about the water distribution network in Kumasi Southeast District. What kind of data was collected for the research?,Miyɛ he miishɛɛ akɛ male nu mlijaa gbɛjianɔtoo ni yɔɔ Kumasi Anaigbɛ Bokagbɛ Kpokpaa lɛ nɔ lɛ he saji babaoo. Mɛɛ saji abua naa kɛha niiamlitaomɔ?
Some students do casual labour to raise money for tuition.,Sukuufoɔ binom yɛ adwuma a wɔnyɛ hwee de nya sika de tua adesua.
But I understood once again why we put so much emphasis on the Mercy of our Creator,ke mese nu si ta wotea gbe ɖe mia wɔla ƒe nublanuikpɔkpɔ dzie
"What did Kofi Amoabeng, the co-founder of defunct UT Bank, reveal about his personal life on the Prime Morning Show on Monday?",Mɛni UT Bank shishitolɔ Kofi Amoabeng ni ajie lɛ lɛ jie lɛ kpo yɛ lɛ diɛŋtsɛ eshihilɛ he yɛ Prime Morning Show lɛ mli yɛ Hɔɔ?
I'm interested in learning more about fish farming in Ghana. What opportunities are available for fish farming in the Ashanti Region?,Miyɛ he miishɛɛ akɛ makase loo ŋmɔshi nibii babaoo yɛ Ghana. Mɛni ji hegbɛi ni yɔɔ kɛha loofeemɔ yɛ Ashanti kpokpaa lɛ nɔ?
I'm interested in learning more about microfinance institutions in Ghana. Can you tell me about the age demographics of customers who access loans from these institutions?,Miyɛ he miishɛɛ akɛ makase shikatoohei bibii ni yɔɔ Ghana lɛ ahe nii babaoo. Ani obaanyɛ okɛɛ mi afii abɔ ni mɛi ni heɔ nii ni amɛnáa shika kɛjɛɔ nitsumɔhei nɛɛ amli lɛ eye?
Farmers will engage mostly into cash crop growing.,Akuafo no de wɔn ho bɛhyɛ nnɔbae a ɛbrɛ sika.
"With my family's political leanings, I really didn't imagine that one of my brothers would marry a woman from the Bété people,","ɖe ƒonyeme ƒe dunyagblɔgblɔ susuwo ta la, nye me susu be nɔvinyewo dometɔ ɖeka ateŋu aɖe Bété nyɔnu o"
I've heard that irrigation is an important factor in food production in Sub-Saharan Africa. Can you tell me more about its impact on food security in Ghana?,Minu akɛ nu ni akɛshwieɔ shi lɛ he miihia waa kɛha niyenii ni anáa yɛ Afrika Sahara anaigbɛ lɛ. Ani obaanyɛ okɛɛ mi bɔ ni niyenii ni anáa yɛ Ghana lɛ saa niyenii he shweshweeshwe lɛ he babaoo?
I'm interested in learning more about cadmium pollution in Ghana. Can you tell me about the typical concentrations of cadmium in pore water?,Miyɛ he miishɛɛ akɛ makase cadmium mujiwoo ni yɔɔ Ghana lɛ he nii babaoo. Ani obaanyɛ okɛɛ mi bɔ ni cadmium ni yɔɔ nu ni mli ewo muji mli lɛ fa ha?
What's the cheapest one?,Dɛn ne nea ne bo yɛ mmerɛw sen biara?
Good afternoon,Mema wo aha
Farmers reduced the costs incurred in removing the husk of the rice.,Akuafo no tumi tew sika a na wɔbɔ wɔ ntɛtɛ wo yi no ho.
How are you?,Are you doing well?
How much per basket?,Shii enyiɛ ni akɛwoɔ tsɛnsi mli?
"For someone to do his job well , he/she has to be well paid.","Sɛ obi bɛyɛ n'adwuma yiye a, ɛsɛ sɛ wotua no ka yiye."
"Many of the student in Kwame Nkrumah University of Science and Technology enrolled on loan scheme , therefore they are expected to pay back the money after their education","Sukuufoɔ a wɔwɔ Kwame Nkrumah University of Science and Technology no mu pii de wɔn din hyɛɛ boseabɔ nhyehyɛeɛ mu , enti wɔhwɛ kwan sɛ wɔbɛtua sika no wɔ wɔn nwomasua akyi"
"I am fine, thank you.",Je vais bien merci.
The water levels are increasing in Lake Victoria.,Nsu a ɛwɔ Ɔtare Victoria mu no rekɔ soro.
I'm interested in learning more about household water sources in Ghana. What kind of information does the Kwame Nkrumah University of Science and Technology collect in their household questionnaire?,Miyɛ he miishɛɛ akɛ makase shĩai amli nu jɛɛhei ni yɔɔ Ghana lɛ ahe nii babaoo. Mɛɛ saji Kwame Nkrumah Jeŋ Nilee kɛ Teknɔlɔji Yunivɛsiti lɛ buaa naa yɛ amɛweku sanebimɔ wolo lɛ mli?
Some poor people consume all their money with holding back any little for savings.,Ahiafoɔ binom di wɔn sika nyinaa denam sika ketewaa biara a wɔde sie de hwehwɛ sika a wɔde sie no so.
The motorists complained of the little money from passengers.,karkafoɔ no nwiinwii dennennen faa sika ketewa a akwantufoɔ no de ma wɔn no
There was poor accountability of the food relief that was distributed.,Na nkontaabuo fa aduane a wɔde maeɛ no nyɛ.
People have quit mobile money businesses because of a lack of customers.,Nkorɔfoɔ agyae foono sikasɛm adwuma ɛnam sɛ wɔnya wɔn adwadifoɔ nti.
My friend is on the development committee of our village church.,M’adamfo no ka yɛn akuraa ase asɔre no nkɔso boayikuw no ho.
I heard that mobile money accounts have been growing rapidly. Can you tell me more about this trend?,Mi nuɔ akɛ mobile shika akaunti lɛ miiya hiɛ oya. Ani obaanyɛ okɛɛ mi nibii babaoo yɛ nɛkɛ nifeemɔ nɛɛ he?
What is the latest news regarding the gold and cash seizures made by National Security in Ghana?,Mɛni ji adafitswaa hee ni kɔɔ shika tsuru kɛ shika ni maŋ shweshweeshwefeemɔ he nitsulɔi lɛ kɛbaa yɛ Ghana lɛ he?
I'm reading a research article about papaya fruits in Ghana. Can you tell me about the varieties of papaya fruits used in the study?,Mikaneɔ niiamlitaomɔ wolo ko ni kɔɔ papaya aduawai ahe yɛ Ghana lɛ. Ani obaanyɛ okɛɛ mi papaya yibii henɔi ni akɛtsu nii yɛ nikasemɔ lɛ mli lɛ ahe sane?
What is the relationship between stock prices and exchange rates in Ghana?,Mɛni ji wekukpaa ni yɔɔ Ghana nibii ahe jara kɛ shika tsakemɔ teŋ?
The payments are delayed because revenue has not been fully collected.,Wɔtwentwɛn sika a wotua no ase efisɛ wonnya nnyee sika a wonyae no nyinaa.
"the state organization that is Télé Tchad needs an observer to make people understand what the baptismal foundations of this television are. ""","egbe ne mele vinye nyɔnu kpɔm wole alɔ̃ dɔm la, medoa gbe ɖa na mawu be woana ŋusẽ kple nyati sie dze mate ŋu aɖe nu si lɔlɔ̃ nye kple menye o la gɔme nae nyuie"
The three friends,Xɔlɔ etɔawo
What is the Ghana Institute of Freight Forwarders planning to do about shipping line operational costs?,Mɛni Ghana Nibii Ahe Nitsumɔhe lɛ eto gbɛjianɔ akɛ ebaafee yɛ shika ni akɛbaatsu nii yɛ lɛlɛ mli lɛ he?
Police should aim at efficient service delivery instead of asking for money.,Ɛsɛ sɛ polisifoɔ de wɔn ani si so sɛ wɔde ɔsom adwuma a etu mpɔn bɛma sen sɛ wɔbɛsrɛ sika.
How is your family?,Te oyɔɔ tɛɛ?
I heard that the Public Utilities Regulatory Commission (PURC) has been making some changes to the tariffs for electricity and water in Ghana. Can you tell me more about this?,Mi nu akɛ Maŋ Nitsumɔhe ni Kwɛɔ Maŋ Nitsumɔi Anɔ lɛ (PURC) miifee tsakemɔi komɛi yɛ srawa hewalɛ kɛ nu he nyɔmɔwoo mli yɛ Ghana. Ani obaanyɛ okɛɛ mi enɛ he saji babaoo?
I've heard that the restaurant industry in Ghana is booming. What's driving this growth?,Minu akɛ niyelihe nitsumɔ lɛ miiya hiɛ waa yɛ Ghana. Mɛni ji nɔ ni tsirɛɔ nɛkɛ dalɛ nɛɛ?
I've been reading about service quality and its impact on customer satisfaction. Can you explain the concept of gaps in service quality as described in the Ghanaian research article?,Mikane nitsumɔ ni hi jogbaŋŋ kɛ bɔ ni enáa mɛi ni heɔ nii lɛ atsui ni nyɔɔ mɔ mli lɛ nɔ hewalɛ eha lɛ he sane. Ani obaanyɛ otsɔɔ shishinumɔ ni yɔɔ srɔtofeemɔi ni yɔɔ sɔɔmɔ mli lɛ mli taakɛ atsɔɔ mli yɛ Ghana niiamlitaomɔ sane lɛ mli lɛ mli?
The swimmer gracefully glided through the water. He completed each stroke with precision.,Osuguarefo no de fɛw faa nsu no mu. Ɔde pɛpɛɛpɛ wiee ɔhwe biara.
A bridge should be built to ease the transportation of farm produce to the market.,Ɛsɛ sɛ wɔyɛ ɛtwene sɛdeɛ wɔde afuom nnɔbae reba dwam a wɔn ho bɛhaaha wɔn.
Goodbye.,Goodbye for now.
What were the roles of Food and Agriculture Industries and Farmers in the Construction of the Tailings Storage Facility Project at Asanko Gold Ghana Limited?,Mɛni ji niyenii kɛ okwaayeli nitsumɔhei kɛ okwaafoi lɛ agbɛfaŋnɔ yɛ Asanco Gold Ghana Limited tailings nitoo nitsumɔ lɛ maa mli?
"And thanks to Ruth, the children learned all the Sustainable Development Goals in English",Eye Ruth na wosrɔ taɖodzinuawo katã le ɛŋlisigbe me
"– take care not to damage any furniture, equipment and supports during the cleaning process",kpɔ egbɔ be megagba nu siwo ɖo atsyɔ̃ na teƒea ƒe ɖeke o
I heard that the Ghana Cocoa Board is planning to increase the price of Cocoa this year. Is that true?,Mi nu akɛ Ghana Cocoa Board lɛ eto gbɛjianɔ koni amɛwo kookoo jara nɔ afi nɛɛ. lɛ ji anɔkwale?
What is the importance of water and its effects on human life?,Mɛni ji nu he hiamɔ kɛ hewalɛ ni eyɔɔ yɛ adesa wala nɔ?
Is this the final price?,Is that your final price?
"In order to consume electricity, one must pay a certain fee.","Sɛ obi betumi adi anyinam ahoɔden, ɛsɛ sɛ otua sika pɔtee bi."
Please.,"Please, if you don't mind."
Excuse me.,Excusez-moi.
I heard that the FDA recently ordered a recall of Tasty Tom Enriched Tomato Mix. What led to this decision?,I heard that the FDA has recently ordered a rebranding of Taste Tom's Rich Tomato Blend. Mɛni ji yiŋtoo hewɔ ni akpɛ yiŋ nɛɛ?
What factors influence the preference for energy services among male and female food vending operators in Ghana?,Mɛni nibii náa hewalɛ nitsumɔ ni hii kɛ yei nitsulɔi ni tsuɔ niyenii he nii yɛ Ghana lɛ halaa lɛ nɔ hewalɛ?
The youths are encouraged to make vegetable gardens.,Wɔhyɛ mmabun no nkuran sɛ wɔnyɛ nhabannuru turo.
Which one costs less?,Which costs less?
Feel free to look around.,Look around at your own pace.
Sorry to bother you.,Yɛpa wo kyɛw sɛ mahaw wo.
Feel free to look around.,You can look around
"Whoever wants the reward of the Hereafter, We give it to him, and We will soon reward the grateful","ne ame aɖe dzii le xexekeme me la, mianae eye miadze ame sia ame nana zãa aɖe ya"
"Farmers are now getting new equipment to use and were taught how to learn to save their money to succeed in farming,","Mprempren akuafo no nya mfiri foforo a wɔde bedi dwuma, na wɔakyerɛ wɔn sɛnea wobesie wɔn sika adi na ama wɔatumi adi yiye wɔ wɔn mfuw mu."
I'm interested in learning about the planning process for water and sanitation facilities in Ghana. Can you walk me through the different stages involved?,Miyɛ he miishɛɛ akɛ male bɔ ni atoɔ nu kɛ hetsemɔ he gbɛjianɔ yɛ Ghana lɛ he nii. Ani obaanyɛ otsɔɔ mi gbɛi srɔtoi ni kɔɔ he lɛ amli?
The market for agricultural products is available within and outside the country.,Kuadwuma ho adwadie no kɔ so wɔ ɔman yi mu ne aman foforɔ so.
I'm interested in learning more about the demographics of ADB's customers. Can you tell me about their age distribution?,Miyɛ he miishɛɛ akɛ makase ADB mɛi ni heɔ nii lɛ ayibɔ he nii babaoo. Kɛɛmɔ mi amɛ afii amlijaa lɛ he sane?
"Who paid an emotional tribute to the late Defence Minister, Dr Edward Omane Boamah, and why?","Namɔ kɛ henumɔŋ yijiemɔ ha maŋsɔɔlɔ ni gbo, Dr. Edward Omane Boama ni mɛni hewɔ?"
"In November, we will pay a visit to the children living in the civil prison of Abidjan with their imprisoned mothers","le adeɛmekpɔxe me la, mieyina ɖe ɖevi siwo le wonɔwo gbɔ le gakpɔme le"
I am very happy today.,Dzi le dzɔyem ŋutɔ egbea.
"What is MTN Ghana's Mobile Money month, and what is the theme for this year's celebration?",Mɛni ji MTN Ghana Mobile Money Nyɔŋ lɛ ni mɛni ji afi nɛɛ gbijurɔyeli lɛ saneyitso?
I've been trying to understand the concept of Accounts Receivable Collection Period (ACP) in the context of a firm's financial management. Can you explain it to me?,Mibɔ mɔdɛŋ ni manu shishinumɔ ni ji accounting accrual period (ACP) lɛ shishi yɛ gbɛjianɔtoo ko shika he gbɛjianɔtoo mli. obaanyɛ otsɔɔ mi mli
"I am fine, thank you.","I am good, thank you."
I am a trader.,Miyɛ jarayelɔ.
I'm interested in learning more about the relationship between physical appearance and customer satisfaction in the banking industry. Can you provide some information on this topic?,Miyɛ he miishɛɛ akɛ makase wekukpaa ni kã gbɔmɔtsoŋ hefɛo kɛ mɛi ni heɔ nii lɛ atsui ni nyɔɔ mɔ mli yɛ shikatoohe nitsumɔ lɛ mli lɛ he nii babaoo. Ani obaanyɛ okɛ saji komɛi ni kɔɔ saneyitso nɛɛ he aha?
What's the cheapest one?,Show me the cheapest one.
"I was told that when you earn money, no matter how modest it is, you only put up with everything that happens at work","wobe ne fe si tum wole na wo mesɔgbɔ o hã la, wodoa dzi xɔa nu siwo katã le tuwom le dɔme faa"
"A memory which was limited to the ban on the consumption of bush meat in Ivory Coast during the alert period,",ŋukuɖodzinu aɖe si ko le sedede kuɖe gbeme lã ɖuɖu le nyiɖuƒuta ɣeyiyi aɖewo
Lawrence is a trustworthy friend; he always keeps his promises and maintains confidentiality.,Lawrence yɛ adamfoɔ a wotumi de ho to no so; odi ne bɔhyɛ ahodoɔ so berɛ nyinaa na ɔkora kokoam nsɛm so.
What is the total prize money for the two thousand and twenty-five US Open?,"Mɛni ji shika ni akɛwoɔ US Open 2,250 lɛ mli lɛ fɛɛ?"
Can I help you find something?,Do you need any help?
People will be able to understand God and his ways.,Nkurɔfoɔ bɛtumi ate Onyankopɔn ne n’akwan ase.
Have a seat.,Feel free to sit.
I'm interested in learning about the pay-as-you-dump waste strategy implemented by the Kumasi Metropolitan Assembly (KMA) in Ghana. Can you tell me more about the specific objectives of this strategy?,Miyɛ he miishɛɛ akɛ makase gbɛjianɔtoo ni Kumasi Maŋtiase Kpee (KMA) ni yɔɔ Ghana lɛ kɛtsu nii ni ji shika ni okɛshwieɔ shi lɛ he nii. Ani obaanyɛ okɛɛ mi otii pɔtɛɛ ni yɔɔ gbɛjianɔtoo nɛɛ sɛɛ lɛ ahe saji babaoo?
Feel free to look around.,Have a look around.
What is the importance of building customer relationships in the banking industry?,Mɛni ji bɔ ni ehe hiaa ni ama wekukpaa ni yɔɔ mɛi ni heɔ nii lɛ ateŋ lɛ ama shi yɛ shikatoohe nitsumɔ lɛ mli?
